release_date,judul,sinopsis,genre,kata_kunci,rate,tahun
2010-12-02,Susah Jaga Keperawanan di Jakarta,"Di Kandang Jago, sebuah desa kecil, Srinthil bermimpi untuk tinggal di kota. Hanya Kunil dan Centini yang mendukungnya. Setelah menolak perjodohan mereka, ketiga gadis desa itu melarikan diri ke Jakarta. Mereka kemudian bertemu Berta, seorang transgender yang juga seorang germo. Ketika mereka ditawari pekerjaan sebagai pekerja seks komersial (PSK), ketiganya menolak. Namun akhirnya, ketiga sahabat itu menerima pekerjaan tersebut dengan syarat mereka tetap perawan. Srinthil, Kunil, dan Centini menjaga keperawanan mereka dengan segala cara yang mereka pikirkan. Tetapi ketika seorang pelanggan terbunuh di kamar hotel, ketiga gadis itu dilaporkan sebagai tersangka. Warga Kandang Jago terkejut dan seluruh negeri mengejar ketiga gadis yang dianggap sebagai pelaku kejahatan seksual. Srinthil, Kunil, dan Centini berusaha menyelamatkan reputasi mereka, dan menunjukkan kepada dunia bahwa mereka bukanlah pelacur sungguhan.",Comedy, ,5,2010
2003-02-14,Rumah Ketujuh,Lintang dan Cakra adalah teman masa kecil. Lintang percaya pada astrologi dan mencari belahan jiwanya. Cakra percaya pada mimpi dan melihat gadis yang sama.,"Drama, Romance", ,5.2,2003
2008-06-26,Best Friend?,"Tania adalah anak emas para guru karena dia pintar. Tetapi teman-teman sekolahnya menganggapnya terlalu serius. Moli, murid baru, adalah kebalikan dari Tania. Tetapi murid-murid lain juga menolaknya karena terlalu ekstrem. Tidak ada yang mau bergaul dengan Moli kecuali Tania. Melihat kehidupan Moli, Tania tiba-tiba merasa hidupnya sangat membosankan. Dia mulai melakukan semua hal yang dilakukan Moli - ngebut dengan mobil, pergi ke klub malam, merokok, minum alkohol, dan bahkan seks. Tania menikmati semua ini, terutama perhatian yang didapatnya dari teman-teman sekolahnya karena perubahan dalam dirinya. Ketika keluarganya mengetahui tentang perubahan drastisnya, Tania memilih untuk menjauh dari mereka. Namun pesta berakhir ketika Moli meninggalkannya. Dan Tania harus berjuang sendirian untuk menemukan jalan kembali ke jati dirinya yang sebenarnya.","Drama, Romance", ,7.2,2008
2014-11-20,Jokowi Adalah Kita,"Jokowi perlahan membuktikan dirinya sebagai seorang pemimpin. Dari Wali Kota Solo, Gubernur Jakarta, hingga Presiden. Dalam prosesnya, Jokowi menghadapi berbagai masalah. Istri dan keluarganya memainkan peran penting sebagai pendukung. Film ini juga menunjukkan Jokowi sebagai seorang suami dan kepala keluarga di rumah.",Drama, ,3.4,2014
2008-10-16,Cinta Setaman,"Delapan cerita terjalin di dalamnya, termasuk kisah seorang anak yang bekerja keras hanya untuk mendapatkan sebotol air bersih dan sepasang sepatu roda. Kemudian ada saudara kandung yang menjual DVD bajakan dan mulai bertengkar satu sama lain ketika si bungsu hanya ingin minum kopi Starbucks. Cerita ketiga adalah tentang putri seorang pelacur yang naksir guru pelajaran moralnya. Lalu kita bertemu dengan seorang pria Jepang yang mendambakan cinta sejati dan bertemu dengan seorang gadis karaoke, dan kita mendengar kisah seorang sutradara televisi bergaji rendah yang ingin melarikan diri dari tekanan istri dan bosnya. Kemudian ada kisah seorang kepala sekolah taman kanak-kanak perempuan yang mencoba menerapkan cara hidup Islami untuk meredakan godaan dunia material; atau kisah mantan sopir seorang ekspatriat yang mendapat masalah setelah menerima hadiah perpisahan dari bosnya.",Drama, ,5.9,2008
2005-08-18,Vina Bilang Cinta,"Cillia, seorang gadis pesimis berusia 24 tahun, bertemu dengan Tris, seorang calon penyanyi yang baru saja pindah ke Jakarta.","Drama, Music, Romance", ,5,2005
2012-09-20,"Rayya, Cahaya Di Atas Cahaya","Rayya adalah seorang seniman hebat dengan beragam bakat. Ia seorang aktris, musisi, penyanyi, dan bahkan model. Dunia gemerlap yang diimpikan banyak orang telah berada dalam genggamannya. Kesombongan yang biasanya menyertai kesuksesan telah dirangkulnya. Namun, kesuksesan justru melemahkan Rayya, momentum tersebut menjadi pemicu yang mengubah kebingungan Rayya menjadi rencana untuk mengakhiri hidupnya sendiri, dengan harapan bahwa pada akhirnya tidak akan ada yang tersisa. Rayya adalah seorang fotografer paruh baya yang juga memiliki masalahnya sendiri. Pria yang menemukan jalan keluar dari masalahnya berkat Rayya. Keduanya melanjutkan perjalanan bersama untuk menemukan cahaya di atas cahaya.",Drama, ,7.8,2012
2011-12-29,Pocong Kesetanan!, ,Comedy, ,4.8,2011
2010-03-18,te[rekam],"Olga, Jupe (Julia Perez), dan Monique, memutuskan untuk tinggal di rumah milik Siska, untuk mempersiapkan film horor mereka. Olga ingin semua aktivitas mereka di dalam rumah direkam untuk membuat film dokumenter ""di balik layar"" film tersebut. Jadi mereka memasang kamera di setiap ruangan. Kemudian mereka menyadari bahwa kamera-kamera tersebut menangkap sekilas makhluk gaib yang menakutkan. Pada saat mereka memutuskan untuk meninggalkan rumah, rintangan gaib mencegah mereka untuk melarikan diri.",Horror,"mockumentary, found footage",3.8,2010
2010-11-04,Gaby dan Lagunya,"Gitta, Agnes, Angel, dan Nando adalah anggota sebuah band yang dipimpin oleh Popo. Ketika Gitta keluar dari band, Popo menawarkan posisi vokalis kepada Gaby. Kemudian Gaby dan Popo jatuh cinta, tetapi Gitta tiba-tiba muncul kembali. Gitta memberi tahu Gaby bahwa Popo adalah mantan pacarnya. Hal ini membuat Gaby gelisah, terutama ketika Popo memperlakukan Gitta dengan sangat perhatian saat ia mengalami kecelakaan. Kemudian Nando menyarankan agar mereka berpartisipasi dalam kompetisi band untuk mendapatkan kontrak rekaman. Tetapi kompetisi menjadi sangat sengit dan trik-trik kotor mulai digunakan.",Drama, ,6.7,2010
2010-11-19,Pengakuan Seorang Pelacur,"Ketika Alisa, seorang gadis desa yang cantik, menyerahkan semua miliknya kepada Bayu, tunangannya, Bayu melarikan diri untuk menikahi gadis lain yang lebih kaya. Alisa pergi ke Jakarta untuk mencari teman masa kecilnya, Rachel, untuk melupakan Bayu. Kemudian dia bertemu Chiko, seorang anak jalanan, yang dia anggap ramah tetapi dia kembali kecewa. Chiko membius Alisa dan menjualnya kepada seorang pria kaya. Alisa kini menyadari bahwa segala sesuatu berputar di sekitar uang sehingga dia menjadi seorang pelacur yang berhati dingin, dan mengubah namanya menjadi Jenny. Kemudian dia bertemu Michael, seorang pria yang mencintainya dengan tulus dan melamarnya tanpa mengetahui profesi aslinya.",Drama, ,6.1,2010
2010-05-06,Demi Dewi,"Anna adalah seorang ibu yang akan melakukan apa saja demi keselamatan putrinya, Dewi. Hari-hari bahagia Anna berubah ketika Dewi diculik.","Action, Drama", ,5.3,2010
2010-03-04,Belum Cukup Umur,"Aya, Ares, dan Brenda adalah teman sekolah menengah. Ketika Ares menghamili Aya, mereka menyadari bahwa mereka belum siap untuk menikah. Mereka kemudian tinggal di rumah Brenda, sebelum mulai mencari tempat untuk melakukan aborsi. Selama pencarian, persahabatan mereka diuji. Akhirnya mereka memutuskan untuk pulang, dengan Aya bersikeras untuk memikul semua tanggung jawab bersama Ares, apa pun yang terjadi.",Drama, ,6.4,2010
2010-06-17,Tanah Air Beta,"Ketika Timor Timur terpisah dari Indonesia, dua bersaudara juga terpisah. Merry, 10 tahun, tinggal bersama ibunya, Tatiana, 29 tahun, di kamp pengungsi di Kupang, Nusa Tenggara Timur. Kakak laki-lakinya, Mauro, 12 tahun, tinggal bersama pamannya di Timor Timur. Tatiana mengajar di sekolah sementara di dalam kamp yang juga dihadiri Merry bersama teman barunya, Carlo Gomez. Baik ibu maupun anak perempuan itu sangat merindukan untuk bertemu kembali dengan Mauro tercinta mereka. Suatu hari, Tatiana diberitahu oleh seorang sukarelawan bahwa ada kemungkinan dia dapat bertemu kembali dengan putranya.",Drama, ,8,2010
2010-04-22,Love and Edelweiss,"Ryo, korban kekerasan dalam rumah tangga oleh ibu, ayah, dan kerabatnya, menjadi seorang psikopat yang kejam. Ia rela mewujudkan keinginannya bahkan melalui cara-cara yang salah dan brutal. Ketika bertemu dengan pasangan Cinta dan Bugi, Ryo sering menghibur Cinta yang sedang bosan. Marsha, saudara perempuan Cinta, merasa simpati kepada Ryo. Namun, ketika ia menemukan Ryo saat sesi terapi dengan psikiater, orang tuanya memperingatkannya untuk berhati-hati dan menyerahkan masalah ini kepada Kapten Wahidi, seorang polisi. Namun, Ryo menyadari bahwa ia sedang diawasi. Rasa dendamnya semakin memuncak, dan ia bertekad untuk menghancurkan orang-orang di sekitarnya.",Drama, ,7.4,2010
2010-01-21,Jejak Darah,"Jessica, seorang mahasiswi, adalah teman Mischa dan pacarnya, Reno. Tanpa sepengetahuan mereka, Mischa sedang hamil. Kemudian, Mischa meminta Jessica untuk mengantarnya ke klinik tanpa memberitahukan alasannya. Dia menghilang tanpa kabar dan kemudian ditemukan meninggal secara misterius. Lima tahun setelah kejadian itu, Jessica mulai melihat dan merasakan hal-hal aneh. Dia merasakan roh yang penuh amarah yang sepertinya menuntut sesuatu darinya. Kemudian dia melihat roh seorang anak laki-laki kecil yang mencoba menunjukkan sesuatu padanya. Tak lama kemudian, semua petunjuk mengarah ke klinik aborsi yang dikunjungi Mischa.",Horror, ,7,2010
2010-06-24,Not for Sale,"May melarikan diri dari rumah dan hidup di jalanan. Ketika bertemu Sashi, ia diizinkan tinggal di sebuah rumah sewaan bersama gadis lain, Andhara, seorang bartender di klub malam. Meskipun Sashi bekerja sebagai germo yang menjual teman-teman SMA-nya yang masih perawan, ia tetap menghargai May dan bahkan mendukung niatnya untuk membayar biaya pengobatan ibunya. Jadi Sashi memperkenalkan May kepada Dessy, seorang penari striptease. Kemudian, ketika May mengalami pelecehan seksual, Andhara dan Rangga datang membantunya. Setelah kejadian itu, hubungan May dengan Rangga semakin dekat. Tetapi Andhara mengetahui bahwa Rangga hanya menginginkan tubuh May. Andhara kemudian memukuli Rangga, yang sebagai balasannya, melaporkannya ke polisi karena kepemilikan narkoba. Situasi May memburuk dan ia meminta Sashi untuk menjual tubuhnya.",Drama, ,5.1,2010
2010-07-29,D'Love,"Elmo meninggalkan keluarganya setelah ayahnya dinyatakan bersalah atas kasus korupsi. Untuk mencari nafkah, Elmo harus menjadi petarung jalanan. Meskipun hidupnya liar, Elmo tetap bersekolah karena Aprilia.",Drama, ,5.2,2010
2010-11-25,Penganten Sunat,"Japra, yang tinggal di Kampung Pasir, memiliki masalah serius. Sejak kecil, karena insiden dengan kumis ikan lele, alat kelaminnya menjadi lebih kecil. Namun Japra ingin menikah dan harus disunat terlebih dahulu. Akibatnya, ia menjadi bahan olok-olok penduduk desa, terutama Sukri, Marwan, dan Juhi. Sebenarnya, ketiganya impoten dan tidak dapat berhubungan intim dengan istri mereka: Lela, Jum, dan Tiwi. Bini, seorang gadis yang mengalami krisis identitas, adalah sahabat terdekat Japra. Ia merasa dirinya adalah seorang pria yang terperangkap dalam tubuh wanita, meskipun jauh di lubuk hatinya, ia diam-diam mencintai Japra. Namun Japra mencintai Srimpi, gadis tercantik di Kampung Pasir. Hal ini tentu saja membuat banyak istri marah.","Comedy, Romance", ,2.9,2010
2010-06-03,Sehidup (Tak) Semati,"Saat Helena dan Titan merayakan ulang tahun pernikahan pertama mereka di sebuah restoran, Helena meninggal karena serangan asma. Sejak saat itu, roh Helena menampakkan diri kepada suaminya. Orang-orang mengira Titan menderita depresi karena ia sering berkomunikasi dengan roh mendiang istrinya. Titan disarankan untuk menemui psikiater, yang kemudian mengirim Olin, seorang mahasiswa psikologi, untuk melakukan observasi. Titan juga meminta bantuan dari seorang paranormal, Ki Jono Bolot. Kemudian, ketika Titan bertemu Irene, roh Helena memberikan restunya untuk hubungan asmara barunya.",Comedy, ,6,2010
2010-10-28,Aku atau Dia?,"Novi dan Dafi adalah pasangan kekasih di kampus, yang bertemu di perguruan tinggi dan terus berpacaran hingga mereka lulus. Namun, hubungan mereka tidak semulus yang dipikirkan semua orang. Setelah menerima tawaran dari bosnya, Amara, Dafi dipromosikan di firma hukum. Kemudian Dafi mulai berubah dan mengakhiri hubungannya dengan Novi, yang patah hati. Saudara-saudaranya, Pipit, Henry, dan Asep khawatir. Kemudian, Novi mendengar wawancara radio dengan Nona Elza dari www.heart-break.com, sebuah agen khusus untuk mengatasi patah hati. Nona Elza setuju untuk membantu Novi dan mengirim Rama dan timnya dalam misi untuk mendapatkan Dafi kembali.","Comedy, Drama, Romance", ,6,2010
2010-04-15,Menebus Impian,"Nur, seorang mahasiswi, mengalami kesulitan hidup bersama ibunya, Sekar, yang hanya bekerja sebagai petugas laundry. Keduanya memiliki pandangan berbeda tentang bagaimana mencapai kehidupan yang lebih baik. Sang ibu ingin fokus membiayai pendidikan kuliah Nur, sementara Nur berpikir untuk bekerja membantu keluarganya. Kemudian Nur bertemu Diana, mahasiswi lain yang sudah mapan. Diana mendorong Nur untuk terus bermimpi, tetapi setelah beberapa kali mengalami pasang surut, Nur mulai meragukan mimpinya, yang tampaknya mustahil untuk dicapai.",Drama, ,6.2,2010
2010-05-20,Roman Picisan,"Canting dan Raga adalah dua pribadi yang sangat berbeda namun akhirnya saling tertarik. Ketika Widya, teman Canting, mengadakan pernikahannya di Bali, perilaku Raga yang tidak bertanggung jawab menyebabkan Tomtom, mempelai pria, dan sahabatnya, tidak dapat hadir di pernikahan tersebut. Canting bertekad untuk memperbaiki hubungan cinta antara Tomtom dan Widya, sementara Raga berniat untuk menghancurkan hubungan pasangan tersebut. Puncak konfrontasi antara Canting dan Raga terjadi ketika keduanya terdampar di daerah yang asing dan terpencil. Namun, ketika mereka sendirian bersama, benih-benih cinta mulai tumbuh, terutama ketika mereka menghabiskan malam di perahu nelayan di pantai. Sayangnya, Canting sebelumnya telah menyetujui permintaan ayahnya untuk menikahi Bimo, putra sahabat ayahnya.","Comedy, Drama, Romance", ,6.2,2010
2020-01-09,Titus: Mystery of the Enygma,"Ditemani oleh seekor kadal pilot dan seekor kelinci pesulap, seorang detektif tikus mencoba menemukan perangkat yang hilang yang dimaksudkan untuk menyediakan energi bersih bagi kotanya.","Animation, Comedy, Family", ,7.7,2020
2016-05-12,The Window,"Dewi kembali ke desanya di Yogyakarta setelah sepuluh tahun pergi. Sebuah surat dan guntingan koran yang dikirim ibunya membuatnya kembali ke desa: kehamilan misterius Dee, dan adik perempuannya yang berkebutuhan khusus. Dewi mendapati situasi rumah orang tuanya tidak berubah. Yang berubah adalah kehamilan Dee dan pemandangan yang selalu berubah di balik jendela besar rumah. Dewi kemudian mengenal Priyanto yang baru setahun tinggal di desa itu. Mereka menjalin kisah cinta yang tidak biasa. Joko, teman lama Dewi, merasa cemburu. Kedatangan Dewi mengungkap masa lalu Joko yang belum terselesaikan.",Drama,"Indonesia, jendela",8.7,2016
2019-06-17,Mountain Song,"Sejak ayahnya meninggal, Gimba tidak ingin jauh dari ibunya, sementara ibunya merasa kesehatannya semakin memburuk. Suatu hari, Gimba ditinggalkan di sebuah gubuk oleh ibunya. Gimba pun menyadari bahwa ibunya telah pergi terlalu lama.",Drama, ,5.4,2019
2019-11-28,Nightmare Side: Delusional,"Naya bertemu dengan Shelly yang sama-sama memiliki indra keenam. Namun, sifat Shelly yang tertutup membuat Naya penasaran. Pada saat yang sama, Naya selalu dihantui mimpi buruk setelah mendengarkan program radio 'Nightmare Side'.",Horror, ,7.9,2019
1987-01-01,Si Buta dari Gua Hantu: Neraka Perut Bumi,"Seorang despot Indonesia yang psikopat dan brutal meneror dan mengeksploitasi penduduk pedesaan. Panglima perang yang kejam itu menuntut pengorbanan dari penduduk desa, membantai mereka ketika mereka tidak memenuhi tuntutannya.",Action, ,5.9,1987
2009-02-19,Generasi Biru,"Slank adalah band rock legendaris di kancah musik Indonesia, dikenal karena lirik-liriknya yang berpolitik dan aktivisme, serta basis penggemarnya yang fanatik - yang dikenal sebagai ""Slankers"" - yang melihat band ini sebagai sesuatu yang dapat disatukan untuk mempromosikan perdamaian dan persatuan di negara mereka. 'The Blue Generation' secara unik menggabungkan rangkaian tarian, cuplikan penampilan langsung, wawancara, dan animasi tentang sejarah politik Indonesia dengan cara yang sangat energik dan inspiratif.","Music, Documentary, Animation", ,6.6,2009
1959-01-01,Korban Fitnah,"Husein dibawa ke pengadilan setelah mencoba bunuh diri. Dia menolak memberikan penjelasan sampai dipaksa. Kemudian dia mulai menceritakan kisahnya. Husein masuk universitas dengan bantuan saudara laki-lakinya yang belum menikah, Hasan, yang mendedikasikan hidupnya untuk Husein dan saudara perempuannya, Munah, yang menderita penyakit jantung. Tetapi ketika Hasan bertemu Rahimah, teman Husein, Wahab, menjadi cemburu karena menganggap Rahimah sebagai pacarnya. Wahab sangat marah dan bersumpah akan membalas dendam. Atas desakan Munah, Hasan menikahi Rahimah. Kebahagiaan mereka hanya berlangsung singkat karena Wahab mulai merayu Rahimah. Setelah Husein memukul Wahab, Wahab mulai menyebarkan fitnah. Dia memberi tahu Hasan bahwa Husein tidur dengan Rahimah. Kecemburuan dan kemarahan mulai memuncak dan Husein serta Rahimah yang sedang hamil diusir dari rumah.","Crime, Drama, Romance", ,6.9,1959
1950-09-30,Darah dan Do'a,Film ini mengisahkan tentang seorang revolusioner Indonesia yang jatuh cinta dengan salah satu tahanan Belanda.,"War, Drama", ,7,1950
1980-01-02,Para Perintis Kemerdekaan,"Penangkapan Haji Jalaluddin saat berkhutbah meninggalkan kesan mendalam di hati Hamid dan Halimah, para pengikutnya. Halimah adalah seorang istri yang diabaikan oleh suaminya yang pro-Belanda. Hamid adalah putra seorang pedagang kaya yang jatuh miskin setelah dicap sebagai pemberontak. Ibunya membawanya ke Padang untuk dibesarkan oleh keluarga Haji Jakfar, yang memiliki seorang putri, Zainab. Hamid kemudian belajar di Padang Panjang dan bertemu teman-teman lamanya, Fakhrudin dan Zainudin. Hamid dan Fakhrudin memiliki pandangan yang lebih mirip dengan guru mereka, sementara Zainudin lebih radikal. Zainudin mengorganisir pemberontakan dan gagal. Belanda terus menangkap orang-orang. Hamid, kecewa dengan pernikahan Zainab dengan orang lain, berlayar ke Mekah. Halimah ditinggalkan untuk mengorganisir perjuangan kemerdekaan tetapi pada akhirnya, juga ditangkap oleh Belanda. Pesan film ini adalah bahwa perjuangan fisik untuk kemerdekaan, tanpa didasarkan pada moralitas agama, akan menjadi tidak berarti.",Drama, ,6.3,1980
